glosa,english
orienta 1+G,east; orient; oriental 
orientati 1,attitude 
origi 1++G,origin; source 
origina (prefer origi),origin; source 
orikto G,dug; quarried 
Oriza 1++G,rice 
oriza-agri 1,rice paddy 
orkestra 1++G,orchestra 
Orkidi 1+G,orchid; testicle 
orna 1++,ornament; decorate; decoration; adorn; fancy 
orna aku 1,brooch 
orna-li 1,jewel 
orna-ra 1+,jewelry 
orna-zo 1++,bangle 
orni 1G,bird; fowl 
oro 1,mount; mountain 
orto 1++G,upright; erect; straight; upright (direction); vertical 
orto-lo 1G,cliff 
os 1+,mouth; face 
os (=osteo) 1X,bone 
osatura,skeleton 
osci (=oscila) X,swing; oscillate; see-saw; shake; sway; wag (oscillate) 
oscila 1++,oscillate; swing; see-saw; shake; sway; vibrate; wag (oscillate) 
oscili (=oscila) X,swing; oscillate; see-saw; sway; wag (oscillate) 
oski (=oscila) X,swing; oscillate; see-saw; sway; wag (oscillate) 
osku (prefer oskula) 1,kiss 
oskula 1++,kiss 
osme G,smell 
osmo G,push (n) 
ostenta,display 
osteo 1++G,bone 
Österreich,Austria 
ostraciza G,ostracize 
ostraka 1+G,shell (animal) 
ostrako (=ostraka) GX,shell (animal) 
Ostre 1+G,oyster 
ostre ostraka 1G,oyster shell 
ostrea (=Ostre) GX,oyster 
oti 1++G,ear; bug (v); spy 
oti-orna 1,earring 
otio 1,idle; be idle 
otrero G,nimble; quick 
ousia G,reality; substance 
ova 1++,egg 
ovali 1+,oval 
ovari,ovary 
ovi (=Ovis) 1X,sheep 
ovi lana (=ovis lana) 1X,fleece 
oviparo,egg-laying 
Ovis 1+,sheep; mutton 
ovis lana 1*,fleece 
ovis voci 1,bleat 
ovis-pe 1,shepherd 
oxi 1+G,acid; sharp (sour); sour 
oxidi 1++G,oxidize; corrode; rust 
oxigen (=oxigena) X,oxygen 
oxigena 1++,oxygen 
ozo (prefer odoro) G,smell 
pa 1++,-ed (past tense marker); did (past tense marker); had (tense marker); have (past tense marker); 've (past tense marker); has (tense marker); last (previous); past 
pa(-) 1++,past 
pa akti 1,did 
pa audi 1,heard (preterit of to hear) 
pa bali 1,sent (preterit of to send) 
pa bibe 1,drank 
pa debi 1,ought to have; should have 
pa detekti 1,found (preterit of to find) 
pa dice 1,spoke (preterit of to speak); said (preterit of to say); told (preterit of to tell) 
pa dona 1,gave 
pa dromo 1,ran 
pa duce 1,led (preterit of to lead); drove (preterit of to drive) 
pa elekti 1,chose 
pa es 1,was; were; been 
pa este 1,felt (preterit of to feel) 
pa face 1,made (preterit of to make) 
pa fero ci 1,brought (preterit of to bring) 
pa frakti 1,broke (preterit of to break) 
pa gene 1,became; got 
pa grafo 1,wrote 
pa habe 1,"had (preterit of to have, own); had the quality of "
pa kade 1,fell (preterit of to fall) 
pa kapti 1,caught 
pa ki 1,went; gone (past of to go) 
pa klepto 1,stole (preterit of to steal) 
pa kresce 1,grew 
pa meno 1,last month 
pa merka 1,bought (preterit of to buy) 
pa more 1,used to 
pa morta 1,died (preterit of to die) 
pa nece 1,had to 
pa paga 1,paid (preterit of to pay) 
pa pote 1++,could 
pa prende 1,took 
pa proto 1,began 
pa reakti 1,replied (preterit of to reply) 
pa sedi 1,sat (preterit of to sit) 
pa seiso 1,shook 
pa ski 1,knew 
pa spende 1,spent (preterit of to spend) 
pa sta 1,stood (past of to stand) 
pa stru 1,built (preterit of to build) 
pa tena 1,held (preterit of to hold); kept (preterit of to keep) 
pa tenta 1,tried (preterit of to try) 
pa trakto 1,drew 
pa unio 1,met (preterit of to meet) 
pa vendo 1,sold (preterit of to sell) 
pa veni 1,came 
pa-di 1++,yesterday 
pa-noktu 1,last night 
pa-tem 1,past 
pabo,wheel barrow 
pabulu,food 
paci 1++,peace; pacify; peaceful 
paedi 1G,child; infant 
paga 1++,pay; payment; wage 
paga paketa 1,pay packet 
pagina 1++,page 
pagio,firm; fixed 
pago,fixing (n) 
paisage (French),landscape 
paka 1,bale; charge; pack (charge) 
paketa 1++,package; packet; parcel 
paki 1++G,thick (stout); fat (thick); coarse; stout (adj) 
paki-fi 1+,cable; cord 
paki-karni 1,steak 
palaso,sprinkle 
palati 1++,palace 
palato,palate; roof of mouth 
palea 1,bran; chaff; straw 
paleo 1++G,old; aged; ancient; palaeo 
paleo soldata 1+,old soldier; veteran 
paleo stori 1+G,legend 
pali 1++,palisade; pillar; pole; post (pole); stake (n) 
pali (take itera (again) or retro (backwards)) GX,again; back again; backwards 
palia 1,cloak; overcoat; topcoat 
palida (=palidi) 1X,pale (in colour); pallid; wan 
palidi 1++,pale (in colour); pallid; wan 
palin- (take retro-) GX,(prefix:) back again; back again (prefix) 
palino G,scatter 
palio,mantle 
palma 1+,slap; palm (hand); palm (tree) 
palpa 1++,examine (by touch); touch 
palpebra,eyelid 
palpita,beat; throb 
paluda 1+,marsh; bog; moss (bog) 
paludi (=paluda) X,bog; marsh 
palumbu,wood pigeon 
pan (short form of panto) 1+G,all; both (if two); every 
pan tem (prefer panto-tem) 1,eternal 
pan-lo (prefer panto-lo),everyplace; everywhere; widespread 
pan-tem (prefer panto-tem) 1+,always 
panacea G,all-heal 
Panda 1,panda 
Pandalus 1,prawn 
pande 1,spread; stretch 
panela 1+,(piece of) cloth ; panel 
pani 1++,bread; loaf 
pani-bo 1,baker's (shop); baker's shop 
pani-pe 1,baker 
panika 1G,panic 
Paniku 1+,millet 
panorama 1G,panorama; all-views; outlook; view 
pantalona,trousers 
Pantera 1,panther 
panto (or short form pan) 1++G,all; every; both (if two) 
panto faktu 1,particulars 
panto kron (prefer panto-kron) 1G,always; everytime 
panto-di 1,everyday 
panto-kron 1G,always; everytime 
panto-lo 1++,everyplace; everywhere; widespread 
panto-pe 1++G,everybody; everyone 
panto-ra 1++G,everything 
panto-tem 1++*,eternal; always 
pantomima 1+G,pantomime 
papa 1+,dad; papa; pope 
Papaver 1+,poppy 
papi,long seed hairs 
papila,nipple; teat 
papilio 1+,butterfly 
papira 1++G,paper; roll of paper; strip (paper); strap (paper) 
papira saka 1,paper-bag 
paprika,pepper 
papula,pimple 
para 1++G,beside; at side; by (beside); close to; next to 
u para 1++G,neighborhood; neighbourhood; vicinity 
para dice 1,by the way 
para- 1+G,(prefix:) beside; beside (prefix) 
para-do 1,next door 
para-mari via 1,promenade 
para-pe 1+,neighbor; neighbour 
parabola 1+G,allegory; parable 
parada 1++,parade 
paradisi (=paradiso) 1GX,heaven (paradise); paradise 
paradiso 1+G,heaven (paradise); paradise 
paradoxi G,paradox 
paragrafo 1G,paragraph 
parakade 1,parachute 
parakade soldata 1,paratrooper 
paraleli 1++G,parallel 
paralisi 1+G,paralyse; lame 
paranoia G,mad 
parasiti (=parasito) GX,parasite 
parasito 1+G,parasite 
parcela,package; packet; portion (small) 
parci,few; sparing; scanty; thrifty; penurious; frugal 
pardo 1++,pardon; forgive; excuse; absolve (from sin or guilt); condone 
pardona 1,forgive; pardon 
pare 1,give birth 
parenta 1++,parent; mother (or father); father (or mother) 
parenta-fratri 1++,uncle 
parenta-sorori 1++,aunt 
parentesi G,parenthesis; bracket (printing) 
pari,equal 
parieta 1,wall 
parka 1++,park (n); park (v) 
parka-puni 1,parking fine 
parla 1,speak 
parlamenta 1++,parliament 
parle (=parla) 1X,speak 
parodi,parody 
paroki 1G,parish 
parokia G,neighborhood; neighbourhood 
parokia-pe G,neighbor; neighbour 
parola G,word 
parotiditis 1,mumps 
paroxisma G,fit (epileptic); spasms 
parta,part; divide; partial (partly); partly; share 
parteno G,virgin 
parti 1,party (celebrate) 
participa 1++,participate 
participla +,participle 
partikula 1++,particle 
partikulari,detail (v) 
parturi,give birth 
Parus 1,tit 
parvi (prefer pusi),little 
pasa 1+,pass (leave behind); passage; surpass 
pasa tem 1,pastime 
pasage (French),passage 
pasala G,peg 
pasaporta 1++,passport 
paseri 1+,sparrow 
pasi G,for all 
pasio 1+,passion 
pasivi 1,passive 
paska 1+,Easter 
paskuo,pasture 
pasta 1++,dough; paste; pastry 
pastata 1+,pie; tart 
pastelo 1,crayon 
pasteuriza (French),pasteurize 
Pastinaca 1,parsnip 
pastora 1+,parson; pastor; shepherd 
pastura,pasture 
patata,potato 
pate,lie (v) open 
patela 1++,knee-cap; pan 
patenta 1+,patent 
patina (prefer glisa (epi geli)),skate (on ice) 
pato 1++G,sick; ill; suffer; disease; illness; infirmity; invalid; malady; plague; septic; sickness; sufferance; suffering 
pato-do 1++,hospital 
u pato-pe 1++,patient (n) 
pato-vagona 1,ambulance 
patri 1++,father 
patrioti 1,patriot 
patrona,model; pattern 
patrus,uncle 
pauci (prefer oligo),few 
paulu (prefer pusi),little 
pauperi,poor 
pausa 1++G,pause; rest; stop 
pausi (=pausa) X,pause; rest 
pave,pave (v) 
pavi 1,paving-stone 
pavilio 1+,pavilion; pavillion 
pavimenta,pavement 
Pavnao 1,peacock 
paxili,peg; stake (small) 
pe (short form of persona) 1++,one (person); one's; person 
-pe (short affix form of persona) 1++,person 
pe-fiska 1,income tax 
pe-klepti 1++,kidnap 
pe-pikto 1,portrait 
peci 1+,piece; bit; part; patch; portion 
peci ergo 1,patchwork 
peci tera 1,terrain 
"peda (=paedi, take infanti) GX",child 
pedali 1,pedal 
pedanti,pedant 
pedi 1++,foot (end of leg); kick; paw; tread 
"pedi (=pedo, prefer baso) 1GX",soil 
plu pedi 1,feet 
pedi su kefa 1,somersault 
pedi-artri 1++,ankle 
pedi-bola 1++,football 
pedi-digi 1++,toe 
pedi-lo 1++,floor; ground; storey 
pedi-lo tegu 1+,rug 
pedi-marka 1+,footprint 
pedi-pe 1,pedestrian 
pedi-ra 1+,rung; stirrup; treadle 
pedi-te 1++,sock 
pedi-ve 1++,shoe; footwear 
pedi-ve-pe 1,cobbler 
pedi-via 1++,footpath; pavement 
pedikulu,louse 
"pedio (=paedi, take infanti) 1GX",child; infant 
pedo 1G,ground; sod; soil 
pego G,fountain 
peira G,attempt; try 
pejora,worse 
peka 1+,sin 
pektina 1++,comb 
pektora 1,breast; bosom; chest (body part) 
pekula,steal; peculate 
pekuliari,peculiar 
pela 1,peel; skin 
"pelagi (=pelago, prefer mari) GX",sea 
pelago 1G,sea 
pelargo G,geranium; stork 
peleka (=peleki) 1X,ax; axe; hatchet 
peleki 1+G,ax; axe; chopper; hatchet 
peli 1++,fur; fell (skin); skin 
pelika 1,hatchet 
peliko,basin; bowl 
pelma G,sole (foot) 
pelo G,clay; mud 
pelta G,small shield 
pelvi 1,pelvis; basin; vessel 
pemfigo G,bubble 
pemka G,pastry 
pen (short form of penta) 1,five 
pen-ze 1,fifty 
pena (=pina) X,pen; feather 
pencila 1++,pencil 
pende 1++,hang; hang up; dangle; sag; suspend 
pende ex 1++,depend 
pende kleido 1,padlock 
pende kli 1,hammock 
pende-te 1++,curtain; sling 
pendula,pendulum 
pene,almost 
penetra,penetrate 
penia,dearth; poverty 
penicili 1,brush 
penicilin 1,penicillin 
penikro G,needy; poor 
peninsula,peninsula 
penis 1,penis; tail; brush 
penite 1++,sorry; condolences; regret; repent 
pensi 1,think; cogitate 
pensio 1+,pension 
penta 1++G,five 
penta (after noun) 1++G,fifth 
penta-ze 1,fifty 
pentekosta 1,whitsun 
penuri,in need 
pepiro G,ripe 
pepo G,gourd; melon 
pepsi 1++G,digest (digestion); digestion 
per 1++,by means of; per; with (=by means of) 
per dina 1,by force 
per fortuna 1,by chance 
per qi 1,whereby 
per- 1,(prefix:) through; through (prefix); (prefix:) thorough; thorough (prefix) 
per-co 1+,in this way 
perca,perch 
percipe,perceive; perception 
perdi 1,lose 
Perdix 1,partridge 
peregrina,wander 
pereio G,transport 
pereni,perennial 
perfekti 1++,perfect; outstanding 
perfidi,false; perfidy 
perfora,perforate 
perfuma 1+,perfume; scent 
pergamenta,parchment 
pergula,booth; stall 
peri 1++G,around; ambient; siege; surround 
peri- 1+G,(prefix:) around; around (prefix) 
peri-braki 1+G,embrace; hug 
peri-ergo G,busy-body (v) 
peri-lo 1++,environment; neighbourhood; surroundings 
peridi G,envelope (outer) 
perilo 1+,peril; danger; dangerous; perilous 
perimetri G,perimeter 
perimetro (=perimetri) GX,perimeter 
periodi 1G,period 
periskope 1G,periscope 
periso G,odd number 
perjura,perjure 
perkno,dark-colored 
perkola,percolate 
perkusi 1,shake 
perla,pearl 
permane +,permanent; durable; endure; enduring; last (v) 
permea,permeate 
permito 1++,permit; admission; admit; admittance; allow; let; permission 
perna,harmed; misfortune 
perona G,fibula; pin 
perplexi 1,perplex; baffle; confound; confuse; dumfound 
persekuti 1,persecute; oppress 
persevere,persevere 
Persika 1,peach; peach tree 
persona 1++,person; personal; somebody 
perspekto,see through 
perspikuo,clear (evident); evident 
pertena 1,pertain; belong 
pertika,long pole 
pertine,belong to 
perto G,destroy; kill 
peruka 1,wig 
perula,bud-scale; pouch 
pervio,porous 
pesa,weigh 
pesanto,heavy 
pesimi,worst 
pesimisti 1,pessimist 
pesko G,hide; skin 
pesti 1++,pest 
petali 1+G,petal 
petalo (=petali) GX,petal 
petasma G,carpet; rug 
peti 1++G,fly (v); haste; hurry; rush; fall 
petiola,leaf stalk 
petita (prefer domi-zoa) 1,pet (animal) 
petitio 1++,petition; appeal; ask; beg; implore; invitation; invite; request; requisition; try to get 
petitio konsili 1+,consult 
petro 1++G,rock; stone 
petro-pe 1,mason 
petrole (=petroleum) 1X,petroleum 
petroleum 1+G,petroleum 
petrosili G,parsley 
petulanti,peevish 
pexi (prefer fixa) G,fix; solidify 
pextora,chest (body part) 
pi G,pi (Greek letter) 
piano 1++,piano 
pica,tar 
picea,spruce 
pidako G,fountain; spring (source) 
pieli G,socket 
pielo G,pelvis; trough 
piezo 1G,press (v); click (press key); tighten 
piga (=pigi) 1GX,buttock; buttocks; pygal 
piga-ve 1G,knickers 
pige,feel annoyed 
pigi 1G,buttock; buttocks; pygal; rump 
pigmenta,pigment; color; colour 
pigmi 1G,dwarf; teeny 
pigmo (prefer pugna) G,fist 
pigno,pledge; security (pledge); pawn (pledge) 
pigro,lazy 
pika 1,pierce; prick; sting; smart (sharp) 
Pika 1,magpie 
pikanti,piquant; stinging 
piknik 1+,picnic 
pikno G,dense 
pikro 1++G,bitter 
pikto 1++,picture; illustrate; image; paint; painting 
pikus,woodpecker 
pila,column; battery 
pile G,gate 
pileo G,cap 
pili (=kapila) X,hair 
pilo 1,ball 
pilo G,pylon 
pilu (=pilula) X,pill 
pilula,pill; tablet (medicament) 
pina 1++,pen; feather; plume 
pina (=puni) 1X,penalty 
pinca 1+,pinch 
pince,pinch 
pincela,paint brush 
pinceta 1+,tweezers 
pinea,pine cone 
pingui,fat (blubber); blubber 
pinguina,penguin 
pinito G,wise 
pintada,guinea fowl 
Pinus 1+,pine (tree) 
pio,gentle; tender 
pio G,pus 
pipa 1++,chirp; pipe; tube 
piperi 1++,pepper 
pipeta,pipette 
pipi 1,squeak 
pipto (prefer kade) G,fall 
pirami 1+G,pyramid 
piramidi (=pirami) GX,pyramid 
pirata 1++,pirate 
pireno G,seed (hard) 
pireto G,burning heat 
pirexi (=pirexia) GX,fever 
pirexia G,fever 
pirgo G,tower 
piro 1++G,fire; ablaze; alight; burn (v); combust; ignite; kindle; pyre 
piro minus flama 1*,smoulder 
piro-lo 1+G,hearth 
pirso G,beacon; torch 
piru (=Pirus) GX,pear; pear tree 
pirueta,pirouette 
Pirus 1+G,pear; pear tree 
pisci (=piski) X,fish (n); fish (v) 
piscina (=piskina) X,fish pond; swimming pool 
piski 1++,fish (n); fish (v) 
piski grega 1,shoal (fishes) 
piski-do 1,aquarium 
piski-pe 1,fisherman 
piskina +,fish pond; swimming pool; pool (pond) 
pista 1+,track (trail); track (race); scent (trail); trail 
pistila,pistil 
pistio G,faithful 
pisto G,learned 
pistola 1+,pistol 
pistona,piston 
pisu (=Pisum) X,pea 
Pisum 1+,pea 
pita 1,patter 
pitano G,persuasive 
piteka 1,ape; monkey 
"pitekus (=piteka, prefer simia) GX",ape 
pitiri,bran 
piton 1G,python 
pixi G,box 
pixidi G,box (small) 
pla 1++,ledge; shelf 
place 1++,please; pleasure; give pleasure 
placia +,place (square); square (place) 
placidi +,quiet; still (quiet) 
plaga,plague 
plage 1+,beach 
plagia,plagiarize 
plagio G,oblique 
plago,strike; wound (v) 
plaka 1++G,cake; block; flat-iron; pad (n); slab; tablet (slab) 
plako (=plaka) GX,cake; slab; tablet (slab) 
plamkto (=plankto) GX,float 
plana 1+,glide; glider; hover; plane (glide) 
'plana-do 1,hangar 
planet (=planeta) 1GX,planet 
planeta 1++G,planet 
plange,complain; complaint 
"plani (=plano, prefer plati) X",flat (plane); plane (flat) 
planka 1+,plank 
plankto 1++G,float; swim (float) 
plano 1+,flat (plane); plane (flat) 
plano (take skema) X,plan 
plano (take vaga) 1GX,wander 
planta 1++,plant (n); plant (v); vegetable 
planta (take solea) X,sole (foot) 
plantago,plantain 
plasma,plasma; can be shaped 
plasti 1+G,form; mold; mould; shape 
plasti-ma 1G,plastic 
plastici (=plastika) GX,plastic 
plastika 1++*G,plastic 
plastika-tegu,plastic case 
plastra G,plaster 
plata 1,squash 
plata-landa (=plati-lo) 1X,plain (n) 
plataforma 1++,platform 
platanus,plane tree 
platesa 1,plaice 
plati 1++G,flat (plane); wide; ample; broad; even (level); extensive; plane (flat) 
plati skana-me,flatbed scanner 
plati-landa 1*,plain (n) 
plati-lo 1+*,plain (n); flat land; flat (n) 
plati-taba 1,ironing board 
platika (=plastika) 1GX,plastic 
platinum,platinum (Pt) 
plato 1,plateau 
plato-lo (=plati-lo) 1X,plain (n); flat land; flat (n) 
"plaude (=aplaude, prefer lauda) X",applaud 
plax G,plate; tablet (slab) 
ple 1++,fill; full; fully; hearty 
plebi,common people 
plegi G,stroke (hit) 
plei (=pleio) 1GX,more (number) 
pleio 1++G,more (number) 
pleisto 1++G,most (number) 
pleko G,twine (twist); twist 
plekto 1+G,braid 
plemna G,nave (of wheel) 
plero G,full 
plesio 1G,close (near); near 
pleto (=pletora) 1GX,crowd (n); abundance 
pletora G,crowd (n); abound; abundance; abundant 
pleura 1G,coast; lateral; rib; seashore; side; sidelong 
plexi 1,intertwine; intertwist; interweaving; net 
plexu (=plexi) 1X,intertwine; interweaving; net 
plika 1++,fold; dart (pleat); pleat; tuck (fold) 
plinta,plinth; brick 
pliso G,wash 
plora 1,weep 
ploto (prefer plankto),float; swim (float) 
plu 1++,-s (plural sign); more than one; plural; some 
plu bibli 1,books; some books 
plu fe (take mu though without gender) 1X,they (female) 
plu femora 1,lap 
plu kron 1++,sometimes 
plu mega litera,upper case (typing) 
plu pusi litera,lower case (typing) 
plu-ci 1++,these 
plu-la 1++,those 
plu-la bibli 1,those books 
plu-tu 1++,yours (single) 
plu-vi 1++,yours (plural) 
pluma 1+,plume; feather; pen 
plumba 1+,lead (Pb) 
plumpa 1++,plump 
plura 1+,several 
plurali 1,plural 
plus 1++,plus; additional; also; and; another; as well as; extra; spare; too (also); with 
u plus mo 1*,another one 
plus-co 1++,also; besides; furthermore; moreover 
pluso (=plus) 1X,additional; also; and; another; as well as; extra; plus; spare; too (also) 
u pluso mo (=u plus mo) 1X,another one 
plutea,shed (n) 
pluto 1++G,rich; resources; wealth 
pluto vora 1+,banquet 
pluvi 1++,rain; shower (rain) 
pluvi skuta 1++,umbrella 
pluvi-nivi 1+,sleet 
pluvi-venti 1,squall 
pneu G,tire (tyre); tyre 
pneumati 1G,lung; lungs 
pneumi (=pneumati) 1GX,lung 
pneumo G,breath; breathe; wind (air) 
pneumoni (=pneumati) GX,lung 
po 1++,after; since 
po kron 1,late; lateness; delay; retard; retardation 
po meso-di 1++,after noon; afternoon; P.M.; pm; post meridiem 
po- 1+G,(prefix:) after; after (prefix); post- 
po-co 1++,afterwards; then 
po-di 1,the next day 
po-kron 1++,late; delay; lateness; retard; retardation; tardy 
po-meso-di,noon 
pocili,cup (small) 
poda 1++G,leg; limb (leg); paw 
poda-fa 1,trestle 
poda-genu 1,knee 
poda-gono 1,knee 
poda-te 1++,stocking 
poda-ve 1++,trousers 
podagra G,gout 
podex G,bottom 
podio G,platform 
podistra G,foot-trap (n) 
poeia 1G,create; produce 
poeio (=poeia) GX,create 
poekilo G,varying 
poema 1,poem 
poesi 1++G,poem; poetry; verse 
poeta 1++,poet 
poeti (=poeta) X,poet 
poga 1G,beard 
pogo (=poga) GX,beard 
poi (old Glosa word),then 
poko (Italian) 1+,a little ; a bit 
pola 1+G,polar; pole (Earth) 
polariza G,polarize 
pole,pulley 
pole (prefer vendo),sell 
polemi 1+G,fight; war; dispute; quarrel 
polex,thumb 
poli 1++G,many; abundant; lot (many); lump; mass (many); numerous; pile; poly- 
poli kavita 1,spongy; porous 
poli-aku 1+,jagged 
poli-cide 1+*,massacre; slaughter 
poli-pe 1++,crowd (n); multitude; troop (crowd); throng 
poli-pika 1,tingle 
poli-voci 1,uproar 
